Fecha (dd/mm/aaaa);Indice;Variación diaria absoluta (%);Variación diaria porcentual (%)
29/02/2012 12:00:00 a.m.;1730.46;31.65;1.86
01/03/2012 12:00:00 a.m.;1740.64;10.18;0.59
02/03/2012 12:00:00 a.m.;1739.94;-0.70;-0.04
05/03/2012 12:00:00 a.m.;1735.25;-4.69;-0.27
06/03/2012 12:00:00 a.m.;1707.85;-27.40;-1.58
07/03/2012 12:00:00 a.m.;1712.59;4.74;0.28
08/03/2012 12:00:00 a.m.;1724.74;12.15;0.71
09/03/2012 12:00:00 a.m.;1724.62;-0.12;-0.01
12/03/2012 12:00:00 a.m.;1718.86;-5.76;-0.33
13/03/2012 12:00:00 a.m.;1747.23;28.37;1.65
14/03/2012 12:00:00 a.m.;1740.55;-6.68;-0.38
15/03/2012 12:00:00 a.m.;1739.08;-1.47;-0.08
16/03/2012 12:00:00 a.m.;1705.00;-34.08;-1.96
20/03/2012 12:00:00 a.m.;1713.25;8.25;0.48
21/03/2012 12:00:00 a.m.;1714.28;1.03;0.06
22/03/2012 12:00:00 a.m.;1706.08;-8.20;-0.48
23/03/2012 12:00:00 a.m.;1732.23;26.15;1.53
26/03/2012 12:00:00 a.m.;1747.80;15.57;0.90
27/03/2012 12:00:00 a.m.;1736.81;-10.99;-0.63
28/03/2012 12:00:00 a.m.;1737.36;0.55;0.03
29/03/2012 12:00:00 a.m.;1751.47;14.11;0.81
30/03/2012 12:00:00 a.m.;1743.63;-7.84;-0.45
02/04/2012 12:00:00 a.m.;1741.76;-1.87;-0.11
03/04/2012 12:00:00 a.m.;1741.87;0.11;0.01
04/04/2012 12:00:00 a.m.;1742.90;1.03;0.06
09/04/2012 12:00:00 a.m.;1744.02;1.12;0.06
10/04/2012 12:00:00 a.m.;1739.48;-4.54;-0.26
11/04/2012 12:00:00 a.m.;1755.43;15.95;0.92
12/04/2012 12:00:00 a.m.;1756.27;0.84;0.05
13/04/2012 12:00:00 a.m.;1748.70;-7.57;-0.43
16/04/2012 12:00:00 a.m.;1761.03;12.33;0.71
17/04/2012 12:00:00 a.m.;1765.55;4.52;0.26
18/04/2012 12:00:00 a.m.;1762.93;-2.62;-0.15
19/04/2012 12:00:00 a.m.;1750.70;-12.23;-0.69
23/04/2012 12:00:00 a.m.;1746.29;-8.27;-0.47
24/04/2012 12:00:00 a.m.;1736.95;-9.34;-0.53
25/04/2012 12:00:00 a.m.;1749.43;12.48;0.72
26/04/2012 12:00:00 a.m.;1759.62;10.19;0.58
27/04/2012 12:00:00 a.m.;1769.49;9.87;0.56
30/04/2012 12:00:00 a.m.;1785.66;16.17;0.91
02/05/2012 12:00:00 a.m.;1814.12;28.46;1.59
03/05/2012 12:00:00 a.m.;1812.08;-2.04;-0.11
04/05/2012 12:00:00 a.m.;1799.25;-12.83;-0.71
07/05/2012 12:00:00 a.m.;1802.34;3.09;0.17
08/05/2012 12:00:00 a.m.;1796.45;-5.89;-0.33
09/05/2012 12:00:00 a.m.;1793.63;-2.82;-0.16
10/05/2012 12:00:00 a.m.;1779.53;-14.10;-0.79
11/05/2012 12:00:00 a.m.;1775.80;-3.73;-0.21
14/05/2012 12:00:00 a.m.;1740.03;-35.77;-2.01
15/05/2012 12:00:00 a.m.;1733.67;-6.36;-0.37
16/05/2012 12:00:00 a.m.;1737.27;3.60;0.21
17/05/2012 12:00:00 a.m.;1707.10;-30.17;-1.74
18/05/2012 12:00:00 a.m.;1715.45;8.35;0.49
22/05/2012 12:00:00 a.m.;1732.77;17.32;1.01
23/05/2012 12:00:00 a.m.;1727.34;-5.43;-0.31
24/05/2012 12:00:00 a.m.;1720.08;-7.26;-0.42
25/05/2012 12:00:00 a.m.;1713.33;-6.75;-0.39
28/05/2012 12:00:00 a.m.;1701.09;-12.24;-0.71
29/05/2012 12:00:00 a.m.;1712.03;10.94;0.64
30/05/2012 12:00:00 a.m.;1693.06;-18.97;-1.11
31/05/2012 12:00:00 a.m.;1726.55;33.49;1.98
01/06/2012 12:00:00 a.m.;1680.44;-46.11;-2.67
04/06/2012 12:00:00 a.m.;1664.04;-16.40;-0.98
05/06/2012 12:00:00 a.m.;1660.65;-3.39;-0.20
06/06/2012 12:00:00 a.m.;1673.34;12.69;0.76
07/06/2012 12:00:00 a.m.;1676.44;3.10;0.19
08/06/2012 12:00:00 a.m.;1672.84;-3.60;-0.21
12/06/2012 12:00:00 a.m.;1656.57;-16.27;-0.97
13/06/2012 12:00:00 a.m.;1653.02;-3.55;-0.21
14/06/2012 12:00:00 a.m.;1665.18;12.16;0.74
15/06/2012 12:00:00 a.m.;1649.50;-15.68;-0.94
19/06/2012 12:00:00 a.m.;1676.53;27.03;1.64
20/06/2012 12:00:00 a.m.;1686.60;10.07;0.60
21/06/2012 12:00:00 a.m.;1638.93;-47.67;-2.83
22/06/2012 12:00:00 a.m.;1633.51;-5.42;-0.33
25/06/2012 12:00:00 a.m.;1593.97;-39.54;-2.42
26/06/2012 12:00:00 a.m.;1595.32;1.35;0.08
27/06/2012 12:00:00 a.m.;1626.87;31.55;1.98
28/06/2012 12:00:00 a.m.;1610.49;-16.38;-1.01
29/06/2012 12:00:00 a.m.;1640.01;29.52;1.83
03/07/2012 12:00:00 a.m.;1669.72;29.71;1.81
04/07/2012 12:00:00 a.m.;1666.75;-2.97;-0.18
05/07/2012 12:00:00 a.m.;1673.30;6.55;0.39
06/07/2012 12:00:00 a.m.;1667.44;-5.86;-0.35
09/07/2012 12:00:00 a.m.;1660.33;-7.11;-0.43
10/07/2012 12:00:00 a.m.;1654.13;-6.20;-0.37
11/07/2012 12:00:00 a.m.;1666.08;11.95;0.72
12/07/2012 12:00:00 a.m.;1644.65;-21.43;-1.29
13/07/2012 12:00:00 a.m.;1657.84;13.19;0.80
16/07/2012 12:00:00 a.m.;1655.10;-2.74;-0.17
17/07/2012 12:00:00 a.m.;1660.46;5.36;0.32
18/07/2012 12:00:00 a.m.;1665.54;5.08;0.31
19/07/2012 12:00:00 a.m.;1671.02;5.48;0.33
23/07/2012 12:00:00 a.m.;1658.12;-12.90;-0.77
24/07/2012 12:00:00 a.m.;1658.80;0.68;0.04
25/07/2012 12:00:00 a.m.;1642.76;-16.04;-0.97
26/07/2012 12:00:00 a.m.;1650.02;7.26;0.44
27/07/2012 12:00:00 a.m.;1684.97;34.95;2.12
30/07/2012 12:00:00 a.m.;1683.09;-1.88;-0.11
31/07/2012 12:00:00 a.m.;1673.87;-9.22;-0.55
01/08/2012 12:00:00 a.m.;1668.16;-5.71;-0.34
02/08/2012 12:00:00 a.m.;1651.66;-16.50;-0.99
03/08/2012 12:00:00 a.m.;1644.62;-7.04;-0.43
06/08/2012 12:00:00 a.m.;1638.69;-5.93;-0.36
08/08/2012 12:00:00 a.m.;1612.62;-26.07;-1.59
09/08/2012 12:00:00 a.m.;1652.22;39.60;2.46
10/08/2012 12:00:00 a.m.;1661.68;9.46;0.57
13/08/2012 12:00:00 a.m.;1656.32;-5.36;-0.32
14/08/2012 12:00:00 a.m.;1667.12;10.80;0.65
15/08/2012 12:00:00 a.m.;1678.45;11.33;0.68
16/08/2012 12:00:00 a.m.;1684.47;6.02;0.36
17/08/2012 12:00:00 a.m.;1686.75;2.28;0.14
21/08/2012 12:00:00 a.m.;1673.75;-13.00;-0.77
22/08/2012 12:00:00 a.m.;1677.78;4.03;0.24
23/08/2012 12:00:00 a.m.;1679.00;1.22;0.07
24/08/2012 12:00:00 a.m.;1672.59;-6.41;-0.38
27/08/2012 12:00:00 a.m.;1675.66;3.07;0.18
28/08/2012 12:00:00 a.m.;1683.20;7.54;0.45
29/08/2012 12:00:00 a.m.;1675.20;-8.00;-0.48
30/08/2012 12:00:00 a.m.;1667.96;-7.24;-0.43
31/08/2012 12:00:00 a.m.;1668.50;0.54;0.03
03/09/2012 12:00:00 a.m.;1667.10;-1.40;-0.08
04/09/2012 12:00:00 a.m.;1655.20;-11.90;-0.71
05/09/2012 12:00:00 a.m.;1650.16;-5.04;-0.30
06/09/2012 12:00:00 a.m.;1680.96;30.80;1.87
07/09/2012 12:00:00 a.m.;1689.54;8.58;0.51
10/09/2012 12:00:00 a.m.;1683.06;-6.48;-0.38
11/09/2012 12:00:00 a.m.;1685.20;2.14;0.13
12/09/2012 12:00:00 a.m.;1683.19;-2.01;-0.12
13/09/2012 12:00:00 a.m.;1695.77;12.58;0.75
14/09/2012 12:00:00 a.m.;1708.52;12.75;0.75
17/09/2012 12:00:00 a.m.;1681.37;-27.15;-1.59
18/09/2012 12:00:00 a.m.;1688.66;7.29;0.43
19/09/2012 12:00:00 a.m.;1705.10;16.44;0.97
20/09/2012 12:00:00 a.m.;1703.79;-1.31;-0.08
21/09/2012 12:00:00 a.m.;1709.38;5.59;0.33
24/09/2012 12:00:00 a.m.;1696.13;-13.25;-0.78
25/09/2012 12:00:00 a.m.;1686.10;-10.03;-0.59
26/09/2012 12:00:00 a.m.;1683.52;-2.58;-0.15
27/09/2012 12:00:00 a.m.;1695.75;12.23;0.73
28/09/2012 12:00:00 a.m.;1681.08;-14.67;-0.87
01/10/2012 12:00:00 a.m.;1683.40;2.32;0.14
02/10/2012 12:00:00 a.m.;1695.46;12.06;0.72
03/10/2012 12:00:00 a.m.;1692.75;-2.71;-0.16
04/10/2012 12:00:00 a.m.;1703.70;10.95;0.65
05/10/2012 12:00:00 a.m.;1704.62;0.92;0.05
08/10/2012 12:00:00 a.m.;1702.03;-2.59;-0.15
09/10/2012 12:00:00 a.m.;1695.89;-6.14;-0.36
10/10/2012 12:00:00 a.m.;1698.16;2.27;0.13
11/10/2012 12:00:00 a.m.;1700.28;2.12;0.12
12/10/2012 12:00:00 a.m.;1706.50;6.22;0.37
16/10/2012 12:00:00 a.m.;1721.62;15.12;0.89
17/10/2012 12:00:00 a.m.;1753.63;32.01;1.86
18/10/2012 12:00:00 a.m.;1775.30;21.67;1.24
19/10/2012 12:00:00 a.m.;1780.11;4.81;0.27
22/10/2012 12:00:00 a.m.;1795.74;15.63;0.88
23/10/2012 12:00:00 a.m.;1790.49;-5.25;-0.29
24/10/2012 12:00:00 a.m.;1795.58;5.09;0.28
25/10/2012 12:00:00 a.m.;1832.14;36.56;2.04
26/10/2012 12:00:00 a.m.;1830.06;-2.08;-0.11
29/10/2012 12:00:00 a.m.;1835.82;5.76;0.31
30/10/2012 12:00:00 a.m.;1813.40;-22.42;-1.22
31/10/2012 12:00:00 a.m.;1809.93;-3.47;-0.19
01/11/2012 12:00:00 a.m.;1771.46;-38.47;-2.13
02/11/2012 12:00:00 a.m.;1754.39;-17.07;-0.96
06/11/2012 12:00:00 a.m.;1742.77;-11.62;-0.66
07/11/2012 12:00:00 a.m.;1700.88;-41.89;-2.40
08/11/2012 12:00:00 a.m.;1745.40;44.52;2.62
09/11/2012 12:00:00 a.m.;1749.79;4.39;0.25
13/11/2012 12:00:00 a.m.;1743.09;-6.70;-0.38
14/11/2012 12:00:00 a.m.;1730.70;-12.39;-0.71
15/11/2012 12:00:00 a.m.;1741.54;10.84;0.63
16/11/2012 12:00:00 a.m.;1739.37;-2.17;-0.12
19/11/2012 12:00:00 a.m.;1743.83;4.46;0.26
20/11/2012 12:00:00 a.m.;1743.33;-0.50;-0.03
21/11/2012 12:00:00 a.m.;1748.26;4.93;0.28
22/11/2012 12:00:00 a.m.;1746.00;-2.26;-0.13
23/11/2012 12:00:00 a.m.;1743.39;-2.61;-0.15
26/11/2012 12:00:00 a.m.;1735.06;-8.33;-0.48
27/11/2012 12:00:00 a.m.;1733.01;-2.05;-0.12
28/11/2012 12:00:00 a.m.;1738.19;5.18;0.30
29/11/2012 12:00:00 a.m.;1747.27;9.08;0.52
30/11/2012 12:00:00 a.m.;1759.53;12.26;0.70
03/12/2012 12:00:00 a.m.;1767.42;7.89;0.45
04/12/2012 12:00:00 a.m.;1773.75;6.33;0.36
05/12/2012 12:00:00 a.m.;1792.97;19.22;1.08
06/12/2012 12:00:00 a.m.;1796.93;3.96;0.22
07/12/2012 12:00:00 a.m.;1800.19;3.26;0.18
10/12/2012 12:00:00 a.m.;1803.63;3.44;0.19
11/12/2012 12:00:00 a.m.;1814.31;10.68;0.59
12/12/2012 12:00:00 a.m.;1818.73;4.42;0.24
13/12/2012 12:00:00 a.m.;1812.26;-6.47;-0.36
14/12/2012 12:00:00 a.m.;1806.78;-5.48;-0.30
17/12/2012 12:00:00 a.m.;1808.61;1.83;0.10
18/12/2012 12:00:00 a.m.;1809.56;0.95;0.05
19/12/2012 12:00:00 a.m.;1821.91;12.35;0.68
20/12/2012 12:00:00 a.m.;1815.15;-6.76;-0.37
21/12/2012 12:00:00 a.m.;1814.73;-0.42;-0.02
24/12/2012 12:00:00 a.m.;1825.23;10.50;0.58
26/12/2012 12:00:00 a.m.;1822.46;-2.77;-0.15
27/12/2012 12:00:00 a.m.;1835.38;12.92;0.71
28/12/2012 12:00:00 a.m.;1832.75;-2.63;-0.14
02/01/2013 12:00:00 a.m.;1824.93;-7.82;-0.43
03/01/2013 12:00:00 a.m.;1842.71;17.78;0.97
04/01/2013 12:00:00 a.m.;1848.41;5.70;0.31
08/01/2013 12:00:00 a.m.;1832.04;-16.37;-0.89
09/01/2013 12:00:00 a.m.;1844.33;12.29;0.67
10/01/2013 12:00:00 a.m.;1837.77;-6.56;-0.36
11/01/2013 12:00:00 a.m.;1837.01;-0.76;-0.04
14/01/2013 12:00:00 a.m.;1840.19;3.18;0.17
15/01/2013 12:00:00 a.m.;1838.70;-1.49;-0.08
16/01/2013 12:00:00 a.m.;1841.42;2.72;0.15
17/01/2013 12:00:00 a.m.;1833.38;-8.04;-0.44
18/01/2013 12:00:00 a.m.;1845.22;11.84;0.65
21/01/2013 12:00:00 a.m.;1843.72;-1.50;-0.08
22/01/2013 12:00:00 a.m.;1852.93;9.21;0.50
23/01/2013 12:00:00 a.m.;1856.36;3.43;0.19
24/01/2013 12:00:00 a.m.;1863.83;7.47;0.40
25/01/2013 12:00:00 a.m.;1866.62;2.79;0.15
28/01/2013 12:00:00 a.m.;1859.88;-6.74;-0.36
29/01/2013 12:00:00 a.m.;1867.65;7.77;0.42
30/01/2013 12:00:00 a.m.;1869.98;2.33;0.12
31/01/2013 12:00:00 a.m.;1866.21;-3.77;-0.20
01/02/2013 12:00:00 a.m.;1878.38;12.17;0.65
04/02/2013 12:00:00 a.m.;1876.35;-2.03;-0.11
05/02/2013 12:00:00 a.m.;1889.30;12.95;0.69
06/02/2013 12:00:00 a.m.;1880.02;-9.28;-0.49
07/02/2013 12:00:00 a.m.;1870.50;-9.52;-0.51
08/02/2013 12:00:00 a.m.;1870.73;0.23;0.01
11/02/2013 12:00:00 a.m.;1858.65;-12.08;-0.65
12/02/2013 12:00:00 a.m.;1860.30;1.65;0.09
13/02/2013 12:00:00 a.m.;1873.38;13.08;0.70
14/02/2013 12:00:00 a.m.;1873.52;0.14;0.01
15/02/2013 12:00:00 a.m.;1859.54;-13.98;-0.75
18/02/2013 12:00:00 a.m.;1862.53;2.99;0.16
19/02/2013 12:00:00 a.m.;1849.53;-13.00;-0.70
20/02/2013 12:00:00 a.m.;1845.03;-4.50;-0.24
21/02/2013 12:00:00 a.m.;1844.07;-0.96;-0.05
22/02/2013 12:00:00 a.m.;1851.93;7.86;0.43
25/02/2013 12:00:00 a.m.;1852.96;1.03;0.06
26/02/2013 12:00:00 a.m.;1846.31;-6.65;-0.36
27/02/2013 12:00:00 a.m.;1847.63;1.32;0.07
28/02/2013 12:00:00 a.m.;1844.49;-3.14;-0.17
01/03/2013 12:00:00 a.m.;1839.74;-4.75;-0.26
04/03/2013 12:00:00 a.m.;1822.46;-17.28;-0.94
05/03/2013 12:00:00 a.m.;1815.27;-7.19;-0.39
06/03/2013 12:00:00 a.m.;1806.97;-8.30;-0.46
07/03/2013 12:00:00 a.m.;1790.98;-15.99;-0.88
08/03/2013 12:00:00 a.m.;1792.26;1.28;0.07
11/03/2013 12:00:00 a.m.;1793.99;1.73;0.10
12/03/2013 12:00:00 a.m.;1800.66;6.67;0.37
13/03/2013 12:00:00 a.m.;1790.10;-10.56;-0.59
14/03/2013 12:00:00 a.m.;1789.81;-0.29;-0.02
15/03/2013 12:00:00 a.m.;1806.67;16.86;0.94
18/03/2013 12:00:00 a.m.;1796.57;-10.10;-0.56
19/03/2013 12:00:00 a.m.;1760.23;-36.34;-2.02
20/03/2013 12:00:00 a.m.;1759.56;-0.67;-0.04
21/03/2013 12:00:00 a.m.;1758.44;-1.12;-0.06
22/03/2013 12:00:00 a.m.;1760.05;1.61;0.09
26/03/2013 12:00:00 a.m.;1773.98;13.93;0.79
27/03/2013 12:00:00 a.m.;1774.86;0.88;0.05
01/04/2013 12:00:00 a.m.;1770.09;-4.77;-0.27
02/04/2013 12:00:00 a.m.;1769.61;-0.48;-0.03
03/04/2013 12:00:00 a.m.;1746.90;-22.71;-1.28
04/04/2013 12:00:00 a.m.;1756.97;10.07;0.58
05/04/2013 12:00:00 a.m.;1758.88;1.91;0.11
08/04/2013 12:00:00 a.m.;1745.89;-12.99;-0.74
09/04/2013 12:00:00 a.m.;1739.58;-6.31;-0.36
10/04/2013 12:00:00 a.m.;1742.18;2.60;0.15
11/04/2013 12:00:00 a.m.;1750.72;8.54;0.49
12/04/2013 12:00:00 a.m.;1733.90;-16.82;-0.96
15/04/2013 12:00:00 a.m.;1682.20;-51.70;-2.98
16/04/2013 12:00:00 a.m.;1705.48;23.28;1.38
17/04/2013 12:00:00 a.m.;1699.94;-5.54;-0.32
18/04/2013 12:00:00 a.m.;1703.49;3.55;0.21
19/04/2013 12:00:00 a.m.;1705.98;2.49;0.15
22/04/2013 12:00:00 a.m.;1713.68;7.70;0.45
23/04/2013 12:00:00 a.m.;1713.35;-0.33;-0.02
24/04/2013 12:00:00 a.m.;1715.77;2.42;0.14
25/04/2013 12:00:00 a.m.;1715.96;0.19;0.01
26/04/2013 12:00:00 a.m.;1705.11;-10.85;-0.63
29/04/2013 12:00:00 a.m.;1700.13;-4.98;-0.29
30/04/2013 12:00:00 a.m.;1684.88;-15.25;-0.90
02/05/2013 12:00:00 a.m.;1695.64;10.76;0.64
03/05/2013 12:00:00 a.m.;1698.54;2.90;0.17
06/05/2013 12:00:00 a.m.;1686.81;-11.73;-0.69
07/05/2013 12:00:00 a.m.;1688.35;1.54;0.09
08/05/2013 12:00:00 a.m.;1674.30;-14.05;-0.83
09/05/2013 12:00:00 a.m.;1674.21;-0.09;-0.01
10/05/2013 12:00:00 a.m.;1654.77;-19.44;-1.16
14/05/2013 12:00:00 a.m.;1663.53;8.76;0.53
15/05/2013 12:00:00 a.m.;1677.53;14.00;0.84
16/05/2013 12:00:00 a.m.;1686.64;9.11;0.54
17/05/2013 12:00:00 a.m.;1689.89;3.25;0.19
20/05/2013 12:00:00 a.m.;1681.81;-8.08;-0.48
21/05/2013 12:00:00 a.m.;1690.57;8.76;0.52
22/05/2013 12:00:00 a.m.;1694.68;4.11;0.24
23/05/2013 12:00:00 a.m.;1699.53;4.85;0.29
24/05/2013 12:00:00 a.m.;1704.66;5.13;0.30
27/05/2013 12:00:00 a.m.;1704.20;-0.46;-0.03
28/05/2013 12:00:00 a.m.;1716.23;12.03;0.71
29/05/2013 12:00:00 a.m.;1708.44;-7.79;-0.45
30/05/2013 12:00:00 a.m.;1702.68;-5.76;-0.34
31/05/2013 12:00:00 a.m.;1666.25;-36.43;-2.14
04/06/2013 12:00:00 a.m.;1685.12;18.87;1.13
05/06/2013 12:00:00 a.m.;1682.02;-3.10;-0.18
06/06/2013 12:00:00 a.m.;1677.52;-4.50;-0.27
07/06/2013 12:00:00 a.m.;1672.83;-4.69;-0.28
11/06/2013 12:00:00 a.m.;1653.52;-19.31;-1.15
12/06/2013 12:00:00 a.m.;1629.70;-23.82;-1.44
13/06/2013 12:00:00 a.m.;1629.59;-0.11;-0.01
14/06/2013 12:00:00 a.m.;1636.90;7.31;0.45
17/06/2013 12:00:00 a.m.;1635.23;-1.67;-0.10
18/06/2013 12:00:00 a.m.;1655.85;20.62;1.26
19/06/2013 12:00:00 a.m.;1650.73;-5.12;-0.31
20/06/2013 12:00:00 a.m.;1614.17;-36.56;-2.21
21/06/2013 12:00:00 a.m.;1595.35;-18.82;-1.17
24/06/2013 12:00:00 a.m.;1570.66;-24.69;-1.55
25/06/2013 12:00:00 a.m.;1557.29;-13.37;-0.85
26/06/2013 12:00:00 a.m.;1574.50;17.21;1.11
27/06/2013 12:00:00 a.m.;1577.39;2.89;0.18
28/06/2013 12:00:00 a.m.;1615.84;38.45;2.44
02/07/2013 12:00:00 a.m.;1613.05;-2.79;-0.17
03/07/2013 12:00:00 a.m.;1607.03;-6.02;-0.37
04/07/2013 12:00:00 a.m.;1610.45;3.42;0.21
05/07/2013 12:00:00 a.m.;1597.41;-13.04;-0.81
08/07/2013 12:00:00 a.m.;1586.14;-11.27;-0.71
09/07/2013 12:00:00 a.m.;1575.68;-10.46;-0.66
10/07/2013 12:00:00 a.m.;1550.70;-24.98;-1.59
11/07/2013 12:00:00 a.m.;1584.43;33.73;2.18
12/07/2013 12:00:00 a.m.;1604.24;19.81;1.25
15/07/2013 12:00:00 a.m.;1634.75;30.51;1.90
16/07/2013 12:00:00 a.m.;1644.74;9.99;0.61
17/07/2013 12:00:00 a.m.;1666.87;22.13;1.35
18/07/2013 12:00:00 a.m.;1680.11;13.24;0.79
19/07/2013 12:00:00 a.m.;1685.63;5.52;0.33
22/07/2013 12:00:00 a.m.;1666.29;-19.34;-1.15
23/07/2013 12:00:00 a.m.;1694.59;28.30;1.70
24/07/2013 12:00:00 a.m.;1704.86;10.27;0.61
25/07/2013 12:00:00 a.m.;1701.29;-3.57;-0.21
26/07/2013 12:00:00 a.m.;1694.34;-6.95;-0.41
29/07/2013 12:00:00 a.m.;1689.53;-4.81;-0.28
30/07/2013 12:00:00 a.m.;1694.90;5.37;0.32
31/07/2013 12:00:00 a.m.;1680.70;-14.20;-0.84
01/08/2013 12:00:00 a.m.;1706.00;25.30;1.51
02/08/2013 12:00:00 a.m.;1721.95;15.95;0.93
05/08/2013 12:00:00 a.m.;1718.45;-3.50;-0.20
06/08/2013 12:00:00 a.m.;1720.03;1.58;0.09
08/08/2013 12:00:00 a.m.;1716.40;-3.63;-0.21
09/08/2013 12:00:00 a.m.;1720.67;4.27;0.25
12/08/2013 12:00:00 a.m.;1722.91;2.24;0.13
13/08/2013 12:00:00 a.m.;1736.35;13.44;0.78
14/08/2013 12:00:00 a.m.;1747.11;10.76;0.62
15/08/2013 12:00:00 a.m.;1730.41;-16.70;-0.96
16/08/2013 12:00:00 a.m.;1727.74;-2.67;-0.15
20/08/2013 12:00:00 a.m.;1725.64;-2.10;-0.12
21/08/2013 12:00:00 a.m.;1723.34;-2.30;-0.13
22/08/2013 12:00:00 a.m.;1722.35;-0.99;-0.06
23/08/2013 12:00:00 a.m.;1720.68;-1.67;-0.10
26/08/2013 12:00:00 a.m.;1714.15;-6.53;-0.38
27/08/2013 12:00:00 a.m.;1714.14;-0.01;0.00
28/08/2013 12:00:00 a.m.;1734.00;19.86;1.16
29/08/2013 12:00:00 a.m.;1721.94;-12.06;-0.70
30/08/2013 12:00:00 a.m.;1729.62;7.68;0.45
02/09/2013 12:00:00 a.m.;1732.65;3.03;0.18
03/09/2013 12:00:00 a.m.;1737.62;4.97;0.29
04/09/2013 12:00:00 a.m.;1746.90;9.28;0.53
05/09/2013 12:00:00 a.m.;1746.75;-0.15;-0.01
06/09/2013 12:00:00 a.m.;1736.54;-10.21;-0.58
09/09/2013 12:00:00 a.m.;1752.76;16.22;0.93
10/09/2013 12:00:00 a.m.;1765.98;13.22;0.75
11/09/2013 12:00:00 a.m.;1770.01;4.03;0.23
12/09/2013 12:00:00 a.m.;1768.04;-1.97;-0.11
13/09/2013 12:00:00 a.m.;1761.31;-6.73;-0.38
16/09/2013 12:00:00 a.m.;1758.74;-2.57;-0.15
17/09/2013 12:00:00 a.m.;1766.95;8.21;0.47
18/09/2013 12:00:00 a.m.;1766.00;-0.95;-0.05
19/09/2013 12:00:00 a.m.;1765.99;-0.01;0.00
20/09/2013 12:00:00 a.m.;1767.50;1.51;0.09
23/09/2013 12:00:00 a.m.;1773.48;5.98;0.34
24/09/2013 12:00:00 a.m.;1775.35;1.87;0.11
25/09/2013 12:00:00 a.m.;1777.00;1.65;0.09
26/09/2013 12:00:00 a.m.;1765.51;-11.49;-0.65
27/09/2013 12:00:00 a.m.;1768.52;3.01;0.17
30/09/2013 12:00:00 a.m.;1752.26;-16.26;-0.92
01/10/2013 12:00:00 a.m.;1757.92;5.66;0.32
02/10/2013 12:00:00 a.m.;1756.97;-0.95;-0.05
03/10/2013 12:00:00 a.m.;1754.75;-2.22;-0.13
04/10/2013 12:00:00 a.m.;1751.71;-3.04;-0.17
07/10/2013 12:00:00 a.m.;1753.60;1.89;0.11
08/10/2013 12:00:00 a.m.;1757.29;3.69;0.21
09/10/2013 12:00:00 a.m.;1751.06;0.00;0.00
10/10/2013 12:00:00 a.m.;1756.77;5.71;0.33
11/10/2013 12:00:00 a.m.;1763.11;6.34;0.36
15/10/2013 12:00:00 a.m.;1766.44;3.33;0.19
16/10/2013 12:00:00 a.m.;1770.06;3.62;0.20
17/10/2013 12:00:00 a.m.;1772.17;2.11;0.12
18/10/2013 12:00:00 a.m.;1781.00;8.83;0.50
21/10/2013 12:00:00 a.m.;1779.67;-1.33;-0.07
22/10/2013 12:00:00 a.m.;1773.52;-6.15;-0.35
23/10/2013 12:00:00 a.m.;1771.25;-2.27;-0.13
24/10/2013 12:00:00 a.m.;1775.05;3.80;0.21
25/10/2013 12:00:00 a.m.;1773.84;-1.21;-0.07
28/10/2013 12:00:00 a.m.;1763.16;-10.68;-0.60
29/10/2013 12:00:00 a.m.;1763.01;-0.15;-0.01
30/10/2013 12:00:00 a.m.;1758.37;-4.64;-0.26
31/10/2013 12:00:00 a.m.;1742.94;-15.43;-0.88
01/11/2013 12:00:00 a.m.;1752.97;10.03;0.58
05/11/2013 12:00:00 a.m.;1734.76;-18.21;-1.04
06/11/2013 12:00:00 a.m.;1736.78;2.02;0.12
07/11/2013 12:00:00 a.m.;1713.84;-22.94;-1.32
08/11/2013 12:00:00 a.m.;1678.18;-35.66;-2.08
12/11/2013 12:00:00 a.m.;1626.07;-52.11;-3.11
13/11/2013 12:00:00 a.m.;1663.00;36.93;2.27
14/11/2013 12:00:00 a.m.;1672.18;9.18;0.55
15/11/2013 12:00:00 a.m.;1672.10;-0.08;0.00
18/11/2013 12:00:00 a.m.;1670.99;-1.11;-0.07
19/11/2013 12:00:00 a.m.;1666.26;-4.73;-0.28
20/11/2013 12:00:00 a.m.;1662.73;-3.53;-0.21
21/11/2013 12:00:00 a.m.;1659.55;-3.18;-0.19
22/11/2013 12:00:00 a.m.;1655.24;-4.31;-0.26
25/11/2013 12:00:00 a.m.;1635.50;-19.74;-1.19
26/11/2013 12:00:00 a.m.;1625.62;-9.88;-0.60
27/11/2013 12:00:00 a.m.;1622.53;-3.09;-0.19
28/11/2013 12:00:00 a.m.;1627.07;4.54;0.28
29/11/2013 12:00:00 a.m.;1630.19;3.12;0.19
02/12/2013 12:00:00 a.m.;1625.93;-4.26;-0.26
03/12/2013 12:00:00 a.m.;1626.99;1.06;0.07
04/12/2013 12:00:00 a.m.;1587.37;-39.62;-2.44
05/12/2013 12:00:00 a.m.;1610.28;22.91;1.44
06/12/2013 12:00:00 a.m.;1599.52;-10.76;-0.67
09/12/2013 12:00:00 a.m.;1614.63;15.11;0.94
10/12/2013 12:00:00 a.m.;1624.00;9.37;0.58
11/12/2013 12:00:00 a.m.;1630.84;6.84;0.42
12/12/2013 12:00:00 a.m.;1646.73;15.89;0.97
